PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
IL,28100,"Kankakee-Bradley, IL",27-1024,Graphic Designers,,40,38.8,0.864,0.78,16.41,"34,130",8.9,10.94,12.49,14.42,19.77,24.92,"22,750","25,990","29,990","41,110","51,840",,
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",27-1011,Art Directors,,40,29.6,0.103,0.78,35.87,"74,620",13.7,14.97,24.53,33.45,43.05,52.47,"31,150","51,030","69,570","89,540","109,130",,
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"3,830",5.1,10.435,0.78,22.17,"46,110",3.0,9.22,13.13,20.17,28.32,36.95,"19,170","27,320","41,960","58,910","76,850",,
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",27-4011,Audio and Video Equipment Technicians,,80,18.2,0.225,0.78,22.98,"47,800",8.0,9.39,14.86,21.89,31.91,36.01,"19,520","30,910","45,530","66,360","74,900",,
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",27-4031,"Camera Operators, Television, Video, and Motion Picture",,40,40.8,0.103,0.78,13.73,"28,550",7.2,10.68,11.88,13.02,14.2,16.9,"22,200","24,700","27,080","29,530","35,150",,
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",27-2022,Coaches and Scouts,,610,20.1,1.651,0.78,0.0,"30,130",4.5,0.0,0.0,0.0,0.0,0.0,"18,240","19,720","25,650","36,700","47,700",TRUE,
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",27-1021,Commercial and Industrial Designers,,70,20.0,0.192,0.78,30.28,"62,980",8.6,13.67,22.87,30.1,37.86,45.29,"28,440","47,560","62,610","78,750","94,200",,
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",27-1029,"Designers, All Other",,70,21.6,0.198,0.78,30.51,"63,460",5.4,20.58,24.05,28.18,34.66,43.15,"42,800","50,010","58,620","72,100","89,750",,
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",27-3041,Editors,,230,18.3,0.628,0.78,26.72,"55,580",2.6,19.33,21.14,25.14,31.65,36.41,"40,210","43,980","52,280","65,820","75,730",,
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",27-1023,Floral Designers,,260,9.3,0.698,0.78,13.1,"27,260",3.9,8.85,9.91,12.56,15.12,18.57,"18,400","20,620","26,130","31,450","38,620",,
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",27-1024,Graphic Designers,,480,8.8,1.299,0.78,22.85,"47,530",3.2,15.13,18.18,21.75,26.59,33.02,"31,470","37,810","45,240","55,310","68,670",,
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",27-1025,Interior Designers,,240,25.5,0.65,0.78,23.1,"48,060",15.3,8.81,9.31,23.75,32.82,37.11,"18,330","19,360","49,390","68,270","77,190",,
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",27-3091,Interpreters and Translators,,110,23.1,0.295,0.78,18.17,"37,800",2.4,12.81,14.85,18.24,21.28,23.84,"26,650","30,900","37,940","44,250","49,590",,
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",27-1026,Merchandise Displayers and Window Trimmers,,90,15.2,0.234,0.78,14.75,"30,670",5.5,10.0,11.43,13.99,16.71,19.12,"20,800","23,780","29,100","34,770","39,770",,
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",27-2041,Music Directors and Composers,,130,14.0,0.362,0.78,27.14,"56,450",6.0,9.24,20.26,26.34,35.49,43.56,"19,230","42,150","54,790","73,820","90,610",,
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",27-2042,Musicians and Singers,,0,0.0,0.0,0.78,19.68,0,3.5,8.05,8.77,13.44,26.45,50.07,0,0,0,0,0,,TRUE
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",27-4021,Photographers,,90,21.7,0.248,0.78,15.88,"33,020",13.3,8.83,10.27,14.91,19.54,23.13,"18,370","21,370","31,020","40,650","48,110",,
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",27-2012,Producers and Directors,,100,21.4,0.267,0.78,43.37,"90,200",10.4,16.5,26.95,35.55,62.17,81.06,"34,310","56,060","73,950","129,320","168,610",,
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",27-3031,Public Relations Specialists,,320,12.1,0.867,0.78,24.08,"50,080",4.6,11.18,16.92,22.16,29.15,36.72,"23,240","35,200","46,090","60,630","76,380",,
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",27-3022,Reporters and Correspondents,,50,37.0,0.125,0.78,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",27-4014,Sound Engineering Technicians,,50,41.1,0.123,0.78,17.04,"35,430",15.7,9.12,12.42,14.16,18.53,31.04,"18,960","25,840","29,450","38,540","64,560",,
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",27-3042,Technical Writers,,120,12.2,0.333,0.78,32.26,"67,100",3.0,18.44,23.61,32.32,39.37,45.85,"38,350","49,110","67,230","81,890","95,370",,
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",27-2023,"Umpires, Referees, and Other Sports Officials",,0,0.0,0.0,0.78,0.0,"33,520",15.5,0.0,0.0,0.0,0.0,0.0,"18,190","19,020","34,230","43,950","52,340",TRUE,
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",27-3043,Writers and Authors,,250,7.9,0.67,0.78,30.75,"63,950",3.8,20.65,24.8,28.9,35.08,43.04,"42,950","51,590","60,110","72,970","89,520",,
IL,37900,"Peoria, IL",27-1011,Art Directors,,40,37.8,0.258,0.78,35.91,"74,690",11.6,20.94,25.37,31.24,41.56,63.65,"43,550","52,770","64,980","86,450","132,390",,
IL,37900,"Peoria, IL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"1,960",10.3,11.572,0.78,18.97,"39,450",4.3,8.9,10.0,15.98,23.83,33.96,"18,510","20,790","33,250","49,570","70,630",,
IL,37900,"Peoria, IL",27-4012,Broadcast Technicians,,130,24.4,0.79,0.78,17.04,"35,440",7.7,8.73,9.49,13.71,20.94,31.87,"18,150","19,740","28,520","43,550","66,300",,
IL,37900,"Peoria, IL",27-4031,"Camera Operators, Television, Video, and Motion Picture",,50,26.2,0.28,0.78,16.27,"33,830",10.4,9.63,10.62,15.04,18.37,28.29,"20,030","22,090","31,280","38,220","58,850",,
IL,37900,"Peoria, IL",27-2022,Coaches and Scouts,,400,21.8,2.379,0.78,0.0,"23,830",6.5,0.0,0.0,0.0,0.0,0.0,"17,930","18,370","19,120","21,400","42,310",TRUE,
IL,37900,"Peoria, IL",27-3041,Editors,,100,24.2,0.589,0.78,26.98,"56,130",4.6,12.71,16.84,25.27,35.55,46.37,"26,430","35,020","52,560","73,940","96,450",,
IL,37900,"Peoria, IL",27-1023,Floral Designers,,80,24.1,0.465,0.78,12.9,"26,830",7.1,9.37,10.44,12.23,14.56,17.82,"19,490","21,720","25,450","30,280","37,070",,
IL,37900,"Peoria, IL",27-1024,Graphic Designers,,190,15.8,1.143,0.78,18.36,"38,180",3.2,12.21,13.92,16.69,21.25,28.67,"25,390","28,950","34,720","44,190","59,640",,
IL,37900,"Peoria, IL",27-1025,Interior Designers,,0,0.0,0.0,0.78,20.91,"43,490",7.5,15.86,17.31,20.06,23.14,27.68,"33,000","36,010","41,720","48,130","57,570",,
IL,37900,"Peoria, IL",27-1026,Merchandise Displayers and Window Trimmers,,40,40.1,0.237,0.78,14.32,"29,790",4.3,9.82,11.06,13.26,16.75,20.23,"20,430","23,000","27,580","34,850","42,070",,
IL,37900,"Peoria, IL",27-2041,Music Directors and Composers,,60,17.7,0.339,0.78,22.88,"47,590",8.2,10.73,17.12,21.38,29.4,35.59,"22,320","35,620","44,460","61,160","74,020",,
IL,37900,"Peoria, IL",27-4021,Photographers,,50,45.4,0.307,0.78,21.1,"43,880",13.3,11.86,13.33,16.45,26.98,34.94,"24,670","27,730","34,220","56,120","72,680",,
IL,37900,"Peoria, IL",27-2012,Producers and Directors,,50,20.3,0.276,0.78,19.52,"40,610",9.2,8.88,9.76,16.64,22.57,36.62,"18,470","20,290","34,610","46,940","76,180",,
IL,37900,"Peoria, IL",27-3031,Public Relations Specialists,,120,46.9,0.686,0.78,27.08,"56,320",7.2,12.11,15.35,24.05,38.15,44.75,"25,190","31,920","50,020","79,350","93,080",,
IL,37900,"Peoria, IL",27-3022,Reporters and Correspondents,,90,24.3,0.513,0.78,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,
IL,37900,"Peoria, IL",27-3043,Writers and Authors,,70,42.9,0.403,0.78,23.8,"49,500",17.7,8.67,9.7,24.13,31.54,40.61,"18,020","20,170","50,190","65,610","84,470",,
IL,40420,"Rockford, IL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"1,460",20.6,10.533,0.77,18.05,"37,550",3.7,9.21,10.73,15.96,22.79,28.89,"19,150","22,320","33,190","47,400","60,090",,
IL,40420,"Rockford, IL",27-2022,Coaches and Scouts,,220,17.0,1.615,0.77,0.0,"23,630",5.4,0.0,0.0,0.0,0.0,0.0,"17,900","18,850","21,270","24,500","31,500",TRUE,
IL,40420,"Rockford, IL",27-3041,Editors,,60,1.8,0.418,0.77,26.23,"54,550",1.7,15.91,20.15,25.38,31.39,35.89,"33,100","41,920","52,790","65,290","74,660",,
IL,40420,"Rockford, IL",27-1023,Floral Designers,,60,27.5,0.447,0.77,10.95,"22,780",5.1,8.66,9.08,10.32,12.37,14.66,"18,000","18,890","21,470","25,720","30,500",,
IL,40420,"Rockford, IL",27-1024,Graphic Designers,,190,26.4,1.363,0.77,19.62,"40,820",3.9,11.01,14.92,19.09,23.5,27.88,"22,900","31,030","39,700","48,880","57,990",,
IL,40420,"Rockford, IL",27-1026,Merchandise Displayers and Window Trimmers,,0,0.0,0.0,0.77,18.93,"39,370",7.8,10.08,12.49,19.94,22.96,27.59,"20,960","25,980","41,480","47,760","57,390",,
IL,40420,"Rockford, IL",27-4021,Photographers,,0,0.0,0.0,0.77,16.58,"34,480",3.3,10.08,11.44,16.16,17.96,25.81,"20,970","23,790","33,620","37,350","53,680",,
IL,40420,"Rockford, IL",27-3031,Public Relations Specialists,,60,16.7,0.462,0.77,24.17,"50,280",4.9,14.54,18.41,22.28,31.06,36.08,"30,250","38,290","46,340","64,590","75,050",,
IL,40420,"Rockford, IL",27-3042,Technical Writers,,30,49.6,0.245,0.77,28.99,"60,290",9.6,15.88,20.69,27.37,34.32,46.68,"33,030","43,030","56,940","71,380","97,090",,
IL,44100,"Springfield, IL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,940,12.5,8.791,0.77,20.24,"42,100",6.0,8.91,9.59,16.37,26.94,37.27,"18,530","19,950","34,040","56,040","77,520",,
IL,44100,"Springfield, IL",27-4011,Audio and Video Equipment Technicians,,40,30.6,0.364,0.77,22.99,"47,830",10.3,14.79,16.04,18.11,32.56,36.47,"30,760","33,350","37,670","67,730","75,850",,
IL,44100,"Springfield, IL",27-2022,Coaches and Scouts,,180,23.3,1.717,0.77,0.0,"19,720",3.9,0.0,0.0,0.0,0.0,0.0,"17,870","18,260","18,910","19,570","21,470",TRUE,
IL,44100,"Springfield, IL",27-3041,Editors,,0,0.0,0.0,0.77,27.37,"56,930",2.4,15.49,19.38,24.83,35.46,42.9,"32,220","40,310","51,640","73,750","89,230",,
IL,44100,"Springfield, IL",27-1024,Graphic Designers,,110,17.1,1.051,0.77,19.57,"40,710",5.6,10.41,13.65,18.12,26.01,29.53,"21,660","28,390","37,680","54,100","61,430",,
IL,44100,"Springfield, IL",27-4021,Photographers,,30,15.6,0.313,0.77,22.35,"46,490",19.2,9.83,11.03,16.25,34.98,42.13,"20,450","22,940","33,800","72,760","87,640",,
IL,44100,"Springfield, IL",27-3031,Public Relations Specialists,,150,19.5,1.384,0.77,36.39,"75,700",5.0,18.83,24.71,33.95,46.21,55.58,"39,170","51,390","70,610","96,120","115,600",,
IN,11300,"Anderson, IN",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,410,11.6,10.858,0.77,18.72,"38,930",6.5,8.51,10.97,15.48,21.34,29.78,"17,690","22,810","32,200","44,380","61,940",,
IN,11300,"Anderson, IN",27-4011,Audio and Video Equipment Technicians,,40,12.3,1.125,0.77,15.6,"32,460",2.9,9.44,12.11,15.38,17.77,22.24,"19,640","25,190","31,990","36,970","46,260",,
IN,11300,"Anderson, IN",27-2022,Coaches and Scouts,,70,30.8,1.86,0.77,0.0,"23,120",9.6,0.0,0.0,0.0,0.0,0.0,"15,970","16,970","18,630","27,030","38,470",TRUE,
IN,11300,"Anderson, IN",27-1024,Graphic Designers,,40,23.4,0.937,0.77,26.18,"54,450",17.3,12.33,13.76,17.59,24.05,28.39,"25,650","28,630","36,580","50,010","59,040",,
IN,11300,"Anderson, IN",27-3031,Public Relations Specialists,,40,16.5,0.944,0.77,22.91,"47,650",5.4,15.44,18.48,21.18,25.85,38.19,"32,110","38,430","44,060","53,770","79,440",,
IN,14020,"Bloomington, IN",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"1,190",7.3,16.226,0.77,22.8,"47,430",11.7,8.84,12.7,19.16,28.61,39.02,"18,380","26,420","39,850","59,510","81,150",,
IN,14020,"Bloomington, IN",27-2022,Coaches and Scouts,,240,7.4,3.297,0.77,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,TRUE,
IN,14020,"Bloomington, IN",27-3041,Editors,,90,15.4,1.247,0.77,21.13,"43,960",3.3,12.45,15.18,20.42,26.48,32.37,"25,890","31,580","42,480","55,070","67,320",,
IN,14020,"Bloomington, IN",27-1023,Floral Designers,,0,0.0,0.0,0.77,9.61,"19,990",7.1,7.8,8.39,9.34,10.72,12.18,"16,230","17,450","19,420","22,300","25,330",,
IN,14020,"Bloomington, IN",27-1024,Graphic Designers,,140,16.4,1.885,0.77,17.98,"37,400",8.3,9.65,12.86,15.93,21.67,27.21,"20,060","26,750","33,130","45,060","56,590",,
IN,14020,"Bloomington, IN",27-4021,Photographers,,30,17.5,0.433,0.77,14.22,"29,570",14.4,8.66,10.08,11.89,18.61,22.86,"18,010","20,960","24,720","38,710","47,550",,
IN,14020,"Bloomington, IN",27-2012,Producers and Directors,,40,25.5,0.602,0.77,29.37,"61,080",7.7,16.55,19.98,26.17,39.32,48.31,"34,420","41,560","54,430","81,780","100,480",,
IN,14020,"Bloomington, IN",27-3031,Public Relations Specialists,,340,14.5,4.611,0.77,28.34,"58,940",6.5,14.01,18.99,26.91,34.58,43.7,"29,140","39,500","55,980","71,920","90,900",,
IN,18020,"Columbus, IN",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,260,16.2,6.178,0.77,18.79,"39,070",8.9,8.46,10.14,13.79,24.17,35.51,"17,600","21,080","28,680","50,280","73,850",,
IN,18020,"Columbus, IN",27-2022,Coaches and Scouts,,70,37.0,1.644,0.77,0.0,"37,740",22.2,0.0,0.0,0.0,0.0,0.0,"16,590","18,240","21,910","31,020","60,320",TRUE,
IN,18020,"Columbus, IN",27-1024,Graphic Designers,,0,0.0,0.0,0.77,15.19,"31,590",6.2,12.25,12.96,14.15,16.37,20.25,"25,480","26,960","29,420","34,060","42,120",,
IN,18020,"Columbus, IN",27-3031,Public Relations Specialists,,30,12.0,0.787,0.77,26.66,"55,450",6.6,13.69,17.32,25.92,37.41,43.17,"28,470","36,020","53,910","77,820","89,790",,
IN,21140,"Elkhart-Goshen, IN",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,670,8.3,6.466,0.77,20.21,"42,050",6.1,8.49,10.84,16.56,23.14,33.5,"17,660","22,540","34,440","48,130","69,680",,
IN,21140,"Elkhart-Goshen, IN",27-2022,Coaches and Scouts,,130,8.0,1.245,0.77,0.0,"28,330",6.7,0.0,0.0,0.0,0.0,0.0,"16,010","17,010","18,680","24,490","52,460",TRUE,
IN,21140,"Elkhart-Goshen, IN",27-1021,Commercial and Industrial Designers,,60,27.0,0.555,0.77,22.41,"46,610",6.1,13.43,15.67,18.64,29.81,34.48,"27,930","32,590","38,780","62,000","71,720",,
IN,21140,"Elkhart-Goshen, IN",27-1023,Floral Designers,,30,15.7,0.325,0.77,10.21,"21,240",3.3,8.36,9.47,10.3,11.12,11.8,"17,390","19,710","21,420","23,140","24,550",,
IN,21140,"Elkhart-Goshen, IN",27-1024,Graphic Designers,,150,20.0,1.483,0.77,18.84,"39,200",4.3,10.91,13.83,18.03,22.44,30.03,"22,680","28,760","37,510","46,670","62,470",,
IN,21140,"Elkhart-Goshen, IN",27-3091,Interpreters and Translators,,40,9.6,0.396,0.77,17.26,"35,900",3.8,11.78,14.02,16.22,18.11,21.79,"24,500","29,170","33,730","37,660","45,320",,
IN,21140,"Elkhart-Goshen, IN",27-2041,Music Directors and Composers,,0,0.0,0.0,0.77,27.26,"56,700",5.1,16.0,20.17,26.65,33.96,40.57,"33,270","41,950","55,430","70,650","84,380",,
IN,21140,"Elkhart-Goshen, IN",27-3031,Public Relations Specialists,,60,13.8,0.567,0.77,29.57,"61,500",14.8,16.14,18.89,21.7,27.54,41.36,"33,560","39,290","45,130","57,290","86,040",,
IN,21780,"Evansville, IN-KY",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"1,520",7.2,9.013,0.77,18.05,"37,540",3.1,8.46,10.33,14.9,22.22,32.47,"17,590","21,490","30,990","46,220","67,530",,
IN,21780,"Evansville, IN-KY",27-4012,Broadcast Technicians,,40,22.2,0.215,0.76,12.76,"26,530",10.3,7.86,8.49,9.51,18.89,21.85,"16,360","17,650","19,770","39,280","45,460",,
IN,21780,"Evansville, IN-KY",27-2022,Coaches and Scouts,,210,33.0,1.254,0.77,0.0,"29,480",7.3,0.0,0.0,0.0,0.0,0.0,"16,240","17,800","23,940","37,530","51,610",TRUE,
IN,21780,"Evansville, IN-KY",27-1021,Commercial and Industrial Designers,,80,7.6,0.47,0.77,26.97,"56,110",3.4,16.74,20.63,27.21,33.0,36.45,"34,810","42,910","56,600","68,640","75,820",,
IN,21780,"Evansville, IN-KY",27-3041,Editors,,70,19.9,0.416,0.76,21.61,"44,940",3.7,11.7,13.08,15.17,21.01,45.28,"24,330","27,210","31,560","43,690","94,190",,
IN,21780,"Evansville, IN-KY",27-1023,Floral Designers,,110,21.0,0.628,0.77,10.65,"22,150",4.5,7.92,8.76,10.32,11.84,14.55,"16,480","18,230","21,460","24,630","30,260",,
IN,21780,"Evansville, IN-KY",27-1024,Graphic Designers,,180,11.8,1.066,0.77,17.37,"36,130",3.6,9.84,11.71,16.42,21.06,27.69,"20,470","24,350","34,160","43,800","57,590",,
IN,21780,"Evansville, IN-KY",27-1026,Merchandise Displayers and Window Trimmers,,0,0.0,0.0,0.77,9.38,"19,510",7.5,7.61,8.04,8.75,9.97,13.11,"15,830","16,720","18,200","20,730","27,270",,
IN,21780,"Evansville, IN-KY",27-2042,Musicians and Singers,,40,28.8,0.21,0.77,22.9,0,19.8,10.31,11.5,16.68,27.92,50.82,0,0,0,0,0,,TRUE
IN,21780,"Evansville, IN-KY",27-4021,Photographers,,120,18.6,0.723,0.76,12.15,"25,270",4.2,8.54,9.84,11.07,13.3,18.12,"17,750","20,460","23,020","27,650","37,690",,
IN,21780,"Evansville, IN-KY",27-2012,Producers and Directors,,60,14.8,0.366,0.77,22.95,"47,750",9.1,9.94,11.69,21.77,29.79,40.63,"20,680","24,320","45,290","61,950","84,510",,
IN,21780,"Evansville, IN-KY",27-3031,Public Relations Specialists,,160,11.7,0.917,0.76,22.9,"47,620",2.9,12.94,16.84,21.07,27.47,36.38,"26,900","35,030","43,830","57,140","75,680",,
IN,21780,"Evansville, IN-KY",27-3011,Radio and Television Announcers,,60,38.2,0.329,0.77,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,
IN,21780,"Evansville, IN-KY",27-3022,Reporters and Correspondents,,0,0.0,0.0,0.76,21.24,"44,180",8.5,12.87,15.34,18.53,24.76,33.88,"26,780","31,920","38,550","51,500","70,470",,
IN,21780,"Evansville, IN-KY",27-3043,Writers and Authors,,30,29.0,0.206,0.76,23.48,"48,830",12.0,10.71,14.55,21.15,27.75,34.37,"22,270","30,250","43,980","57,720","71,490",,
IN,23060,"Fort Wayne, IN",27-1011,Art Directors,,40,17.5,0.199,0.76,34.8,"72,390",4.8,24.05,26.32,30.56,47.16,53.7,"50,020","54,750","63,560","98,090","111,700",,
IN,23060,"Fort Wayne, IN",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"2,330",5.9,11.774,0.76,17.6,"36,600",3.3,8.32,10.14,14.97,20.8,28.62,"17,300","21,100","31,130","43,250","59,520",,
IN,23060,"Fort Wayne, IN",27-4011,Audio and Video Equipment Technicians,,30,20.6,0.171,0.76,14.09,"29,310",4.3,8.24,10.13,13.87,17.18,21.1,"17,130","21,070","28,850","35,740","43,890",,
IN,23060,"Fort Wayne, IN",27-4012,Broadcast Technicians,,80,28.1,0.421,0.76,13.92,"28,950",4.9,8.24,9.45,11.32,17.08,22.5,"17,140","19,660","23,550","35,530","46,790",,
IN,23060,"Fort Wayne, IN",27-2032,Choreographers,,90,21.3,0.437,0.76,14.61,"30,400",12.7,8.41,9.8,13.12,19.52,22.07,"17,500","20,380","27,300","40,590","45,910",,
IN,23060,"Fort Wayne, IN",27-2022,Coaches and Scouts,,410,14.6,2.097,0.76,0.0,"31,170",15.5,0.0,0.0,0.0,0.0,0.0,"16,360","17,790","21,620","34,180","51,930",TRUE,
IN,23060,"Fort Wayne, IN",27-1021,Commercial and Industrial Designers,,30,28.6,0.153,0.76,18.82,"39,150",5.5,12.72,14.39,16.89,23.81,27.94,"26,460","29,930","35,120","49,520","58,110",,
IN,23060,"Fort Wayne, IN",27-3041,Editors,,90,10.6,0.457,0.76,20.64,"42,930",4.7,13.14,15.92,19.41,23.04,30.67,"27,330","33,120","40,360","47,920","63,790",,
IN,23060,"Fort Wayne, IN",27-1023,Floral Designers,,110,10.6,0.57,0.76,12.23,"25,440",25.2,7.59,8.03,8.76,10.66,21.07,"15,790","16,700","18,220","22,180","43,820",,
IN,23060,"Fort Wayne, IN",27-1024,Graphic Designers,,250,9.9,1.245,0.76,17.76,"36,940",3.6,10.53,14.08,16.93,20.78,26.13,"21,900","29,290","35,220","43,220","54,350",,
IN,23060,"Fort Wayne, IN",27-1025,Interior Designers,,70,36.2,0.329,0.76,15.68,"32,620",9.5,8.4,10.16,13.7,20.31,26.79,"17,470","21,130","28,500","42,240","55,730",,
IN,23060,"Fort Wayne, IN",27-3091,Interpreters and Translators,,40,38.1,0.208,0.76,17.03,"35,430",4.4,13.24,15.2,16.6,18.0,22.08,"27,540","31,610","34,520","37,430","45,920",,
IN,23060,"Fort Wayne, IN",27-1026,Merchandise Displayers and Window Trimmers,,40,41.7,0.188,0.76,11.52,"23,960",9.3,7.78,8.51,10.62,13.87,16.92,"16,180","17,710","22,080","28,850","35,200",,
IN,23060,"Fort Wayne, IN",27-2042,Musicians and Singers,,90,35.7,0.431,0.76,12.73,0,7.3,7.88,8.82,12.19,14.02,18.42,0,0,0,0,0,,TRUE
IN,23060,"Fort Wayne, IN",27-4021,Photographers,,120,20.2,0.588,0.76,13.21,"27,470",6.0,8.22,9.61,12.07,15.64,20.69,"17,110","19,990","25,110","32,540","43,030",,
IN,23060,"Fort Wayne, IN",27-2012,Producers and Directors,,90,21.5,0.452,0.76,18.36,"38,190",11.8,10.36,11.78,16.19,22.62,31.31,"21,550","24,500","33,670","47,060","65,120",,
IN,23060,"Fort Wayne, IN",27-3031,Public Relations Specialists,,220,15.8,1.118,0.76,20.04,"41,680",3.6,8.86,15.17,18.71,25.23,31.22,"18,430","31,560","38,910","52,490","64,930",,
IN,23060,"Fort Wayne, IN",27-3011,Radio and Television Announcers,,110,38.5,0.546,0.76,14.1,"29,320",4.8,8.61,10.75,13.23,15.7,20.48,"17,910","22,350","27,510","32,660","42,600",,
IN,23060,"Fort Wayne, IN",27-3022,Reporters and Correspondents,,110,25.6,0.552,0.76,19.99,"41,570",7.1,12.02,13.83,17.01,22.9,33.47,"25,010","28,760","35,390","47,640","69,610",,
IN,23060,"Fort Wayne, IN",27-3042,Technical Writers,,50,13.1,0.234,0.76,27.49,"57,190",4.4,16.65,21.56,26.98,33.53,40.54,"34,620","44,840","56,130","69,730","84,330",,
IN,23060,"Fort Wayne, IN",27-3043,Writers and Authors,,70,19.7,0.368,0.76,18.94,"39,390",9.4,10.7,13.03,16.21,22.6,29.17,"22,260","27,090","33,720","47,010","60,660",,
IN,23844,"Gary, IN Metropolitan Division",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"2,510",8.3,9.653,0.76,16.91,"35,180",3.3,8.32,9.79,14.41,20.64,29.18,"17,310","20,360","29,970","42,930","60,700",,
IN,23844,"Gary, IN Metropolitan Division",27-2032,Choreographers,,0,0.0,0.0,0.76,16.99,"35,330",19.0,8.65,11.08,14.67,20.72,32.35,"17,980","23,040","30,510","43,100","67,300",,
IN,23844,"Gary, IN Metropolitan Division",27-2022,Coaches and Scouts,,570,15.6,2.183,0.76,0.0,"28,340",8.4,0.0,0.0,0.0,0.0,0.0,"16,430","17,880","21,370","32,740","46,140",TRUE,
IN,23844,"Gary, IN Metropolitan Division",27-3041,Editors,,0,0.0,0.0,0.76,24.35,"50,640",6.4,11.11,14.04,20.0,31.71,42.74,"23,110","29,210","41,600","65,960","88,890",,
IN,23844,"Gary, IN Metropolitan Division",27-1023,Floral Designers,,140,30.2,0.529,0.76,11.12,"23,130",3.3,8.06,9.09,11.31,13.14,14.27,"16,760","18,910","23,520","27,330","29,690",,
IN,23844,"Gary, IN Metropolitan Division",27-1024,Graphic Designers,,210,11.4,0.808,0.76,19.09,"39,700",3.6,10.41,13.99,18.57,22.51,28.26,"21,650","29,100","38,630","46,820","58,770",,
IN,23844,"Gary, IN Metropolitan Division",27-1025,Interior Designers,,60,40.9,0.244,0.76,16.37,"34,050",8.4,8.64,10.75,14.39,22.57,27.1,"17,980","22,350","29,940","46,940","56,360",,
IN,23844,"Gary, IN Metropolitan Division",27-3091,Interpreters and Translators,,90,15.9,0.33,0.76,13.64,"28,360",4.7,9.85,10.63,13.05,16.56,18.19,"20,490","22,100","27,150","34,450","37,830",,
IN,23844,"Gary, IN Metropolitan Division",27-1026,Merchandise Displayers and Window Trimmers,,140,10.3,0.554,0.76,12.7,"26,410",7.4,8.27,9.69,11.36,16.09,17.99,"17,210","20,150","23,630","33,460","37,420",,
IN,23844,"Gary, IN Metropolitan Division",27-2041,Music Directors and Composers,,60,18.4,0.212,0.76,28.93,"60,180",6.2,16.0,21.07,28.12,35.15,48.63,"33,280","43,830","58,480","73,110","101,150",,
IN,23844,"Gary, IN Metropolitan Division",27-2042,Musicians and Singers,,130,30.1,0.498,0.76,16.87,0,8.0,8.9,10.58,13.47,18.89,30.93,0,0,0,0,0,,TRUE
IN,23844,"Gary, IN Metropolitan Division",27-4021,Photographers,,90,31.7,0.356,0.76,15.71,"32,680",10.6,8.39,12.06,16.12,19.86,22.0,"17,460","25,080","33,530","41,310","45,750",,
